id,earnings,occ,ability,age,region,female,education,exp,year
4993,2219.7,4,66,34,4,1,8,19,2002
4994,3209.95,17,70,44,1,1,10,28,2002
4995,4059.2,24,97,48,2,1,11,34,2002
4996,3271.2,18,56,42,4,1,9,30,2002
4997,5323.25,49,80,32,1,0,9,17,2002
4998,3001,9,65,34,4,0,9,22,2002
4999,4253.7002,29,47,48,4,1,6,35,2002
5000,4089.2,31,55,42,2,1,6,32,2002
5001,3674.2,12,99,46,4,1,17,22,2002
5002,5055.4502,44,52,48,1,1,6,35,2002
5003,4993.7002,37,86,40,4,1,12,23,2002
5004,2348.95,6,42,44,1,1,7,34,2002
5005,4300.75,24,93,33,1,0,12,1,2002
5006,5727,48,89,46,2,0,9,32,2002
5007,5361.2002,50,62,42,2,1,9,30,2002
5008,1992.95,7,37,37,1,1,3,1,2002
5009,1977.45,3,34,35,3,1,5,23,2002
5010,3698,16,75,34,2,0,7,22,2002
5011,3692,31,56,36,2,0,7,29,2002
5012,3666.5,13,74,36,4,0,7,23,2002
5013,4663.5,36,62,43,2,0,7,1,2002
5014,5127.75,49,38,47,1,0,4,42,2002
5015,4700.4502,47,78,34,1,1,9,21,2002
5016,2376.7,18,21,32,2,1,2,27,2002
5017,3648.2,20,57,49,2,1,9,38,2002
5018,2517,5,40,42,4,0,4,36,2002
5019,3253,8,67,31,4,0,10,18,2002
5020,3417,22,42,45,4,0,4,38,2002
5021,4441.75,32,97,48,3,0,14,30,2002
5022,2818.45,11,68,41,3,1,9,27,2002
5023,3317.95,22,56,36,3,1,7,22,2002
5024,3605.25,9,90,43,1,0,15,23,2002
5025,4767.2002,32,69,44,4,1,10,29,2002
5026,4536.5,31,84,33,2,0,11,17,2002
5027,4579.2002,28,84,31,2,1,9,20,2002
5028,3719.45,40,33,47,3,1,3,1,2002
5029,2946.7,5,46,39,2,1,7,27,2002
5030,4201.2002,34,46,30,2,1,5,22,2002
5031,,43,46,48,3,0,6,39,2002
5032,3994.25,24,69,30,3,0,8,1,2002
5033,3413.5,5,80,47,2,0,12,1,2002
5034,4922.75,50,41,41,3,0,4,30,2002
5035,3667.5,17,41,46,2,0,5,35,2002
5036,5009.7002,38,69,47,4,1,10,35,2002
5037,3692,26,43,47,2,0,4,40,2002
5038,3760.95,37,21,41,3,1,3,32,2002
5039,4814.9502,35,99,44,1,1,14,26,2002
5040,3130,12,56,45,2,0,6,34,2002
5041,3686,30,25,44,2,0,3,38,2002
5042,,30,65,49,3,1,11,1,2002
5043,4616.2002,50,50,36,4,1,8,22,2002
5044,4270,35,24,40,2,0,3,30,2002
5045,2186.2,2,37,39,4,1,3,32,2002
5046,3079.95,7,72,39,1,1,10,22,2002
5047,3146.95,12,70,43,3,1,10,26,2002
5048,3398.5,27,34,49,2,0,3,45,2002
5049,3483,35,28,37,4,0,3,1,2002
5050,3668.2,12,94,44,2,1,12,28,2002
5051,5339.75,45,83,43,1,0,14,24,2002
5052,3230.75,5,94,40,1,0,15,24,2002
5053,4240.7002,44,28,38,4,1,4,33,2002
5054,2380.7,5,30,35,2,1,5,25,2002
5055,4796.5,20,99,48,4,0,13,33,2002
5056,4515.2002,39,61,37,2,1,8,28,2002
5057,5467,43,82,42,2,0,8,30,2002
5058,3921.25,36,41,35,3,0,5,23,2002
5059,3955.45,40,29,31,1,1,3,25,2002
5060,3561.2,25,43,49,4,1,5,42,2002
5061,4079.45,36,70,41,1,1,9,1,2002
5062,5613.75,51,84,44,3,0,14,26,2002
5063,5988.25,51,76,46,1,0,10,29,2002
5064,3679,8,81,47,4,0,14,28,2002
5065,3101.25,14,35,45,1,0,4,37,2002
5066,2949.2,14,38,35,4,1,4,27,2002
5067,4054.95,34,58,47,1,1,8,36,2002
5068,5386.75,51,64,41,3,0,7,28,2002
5069,3426,32,35,36,2,0,4,30,2002
5070,3171,6,74,44,4,0,10,32,2002
5071,4350.5,32,67,35,4,0,9,21,2002
5072,4861.2002,45,65,43,4,1,8,28,2002
5073,3488.95,31,27,38,3,1,3,32,2002
5074,4947.7002,46,86,30,2,1,13,15,2002
5075,3522.95,21,37,37,1,1,5,30,2002
5076,3465.75,9,82,45,1,0,12,28,2002
5077,5128.4502,50,34,40,3,1,5,33,2002
5078,3662,30,52,38,2,0,6,28,2002
5079,5607.5,48,60,44,2,0,10,29,2002
5080,5067,50,92,48,2,0,10,32,2002
5081,4214.2002,35,47,48,4,1,6,36,2002
5082,3389,14,82,40,4,0,9,24,2002
5083,3531.2,38,41,37,2,1,5,26,2002
5084,2618.2,17,25,48,4,1,3,39,2002
5085,2870.5,8,33,48,2,0,4,1,2002
5086,4233.5,41,60,37,2,0,6,1,2002
5087,2806.25,9,43,48,3,0,5,1,2002
5088,5203.75,50,56,44,3,0,9,34,2002
5089,5674.25,49,81,37,3,0,12,21,2002
5090,2303.45,8,25,31,3,1,3,27,2002
5091,4853.75,36,89,31,3,0,11,18,2002
5092,4469.2002,41,56,32,2,1,6,24,2002
5093,2845.45,20,47,38,3,1,4,33,2002
5094,2627,8,67,34,2,0,11,1,2002
5095,2399.25,2,82,40,1,0,8,28,2002
5096,2492,14,33,44,4,0,4,1,2002
5097,3352,19,80,41,2,0,8,1,2002
5098,3761.7,24,59,32,2,1,7,19,2002
5099,,2,51,43,3,1,8,31,2002
5100,5413.9502,46,86,31,1,1,8,18,2002
5101,4223.5,36,77,31,4,0,10,15,2002
5102,,2,22,34,2,1,2,1,2002
5103,4093.95,17,76,46,3,1,10,30,2002
5104,2476.45,4,75,40,1,1,7,29,2002
5105,4222.25,17,96,40,1,0,12,21,2002
5106,3764.45,35,52,36,1,1,9,21,2002
5107,5698.25,50,89,38,3,0,9,1,2002
5108,2490,9,59,38,2,0,7,28,2002
5109,3751,26,53,39,4,0,5,30,2002
5110,3679.95,11,98,47,1,1,12,34,2002
5111,5218.9502,41,81,49,3,1,9,1,2002
5112,,6,47,48,3,1,6,1,2002
5113,3945.45,41,37,44,1,1,4,39,2002
5114,4116.4502,41,42,37,3,1,5,1,2002
5115,2619.95,6,37,33,3,1,4,1,2002
5116,4225.75,35,55,40,1,0,8,28,2002
5117,5005.5,33,88,43,4,0,12,25,2002
5118,3958.2,21,79,36,4,1,9,26,2002
5119,,37,90,43,4,0,11,29,2002
5120,3175,18,69,45,2,0,8,30,2002
5121,2425.25,20,21,30,3,0,2,25,2002
5122,4921.5,42,84,36,2,0,10,21,2002
5123,3844.5,19,54,45,2,0,5,40,2002
5124,3542,19,55,47,4,0,8,32,2002
5125,3218.45,24,43,44,1,1,5,35,2002
5126,4346.9502,37,52,30,3,1,5,20,2002
5127,2278.2,12,25,42,2,1,3,38,2002
5128,3475.7,13,98,49,4,1,16,29,2002
5129,3666,37,39,37,4,0,5,28,2002
5130,5093.9502,46,47,35,3,1,5,24,2002
5131,5208.75,42,81,30,3,0,9,15,2002
5132,2299.25,6,38,43,1,0,5,33,2002
5133,4245.5,39,67,38,4,0,9,27,2002
5134,3094.95,24,41,41,1,1,5,30,2002
5135,2743.2,18,46,35,2,1,5,1,2002
5136,3194.45,13,67,40,1,1,9,1,2002
5137,1858.5,0,25,32,2,0,2,27,2002
5138,3061.2,8,44,48,4,1,4,38,2002
5139,3279.25,26,34,45,1,0,4,37,2002
5140,2588.25,12,42,47,3,0,6,37,2002
5141,4018.75,41,27,43,1,0,3,34,2002
5142,3229.25,26,27,47,1,0,3,39,2002
5143,4912,49,39,37,2,0,6,28,2002
5144,3020.45,15,45,45,1,1,7,37,2002
5145,4033.7,25,65,48,4,1,7,39,2002
5146,3972.2,43,25,46,4,1,3,36,2002
5147,2208.95,5,38,45,1,1,5,38,2002
5148,3307.25,32,35,47,3,0,4,39,2002
5149,2474.45,1,45,48,3,1,7,37,2002
5150,2918.95,4,99,30,1,1,16,10,2002
5151,2517.7,13,51,30,2,1,5,19,2002
5152,4170.75,22,53,46,1,0,8,1,2002
5153,3858.75,16,82,48,3,0,13,30,2002
5154,2235.75,4,35,33,3,0,4,26,2002
5155,3686.25,12,68,42,3,0,7,29,2002
5156,,27,48,44,1,0,7,31,2002
5157,3840.7,13,91,46,4,1,14,29,2002
5158,4801.9502,41,89,48,1,1,13,34,2002
5159,5600.4502,49,86,38,3,1,12,25,2002
5160,3411.95,6,84,40,3,1,14,1,2002
5161,5381.75,40,80,37,1,0,8,22,2002
5162,5326.2002,52,88,38,4,1,11,24,2002
5163,2645.45,2,65,48,3,1,10,33,2002
5164,3380.5,10,86,37,4,0,11,23,2002
5165,5462.2002,44,72,38,4,1,9,28,2002
5166,3102.75,17,61,33,3,0,9,1,2002
5167,2965.95,11,64,37,3,1,10,27,2002
5168,4617.9502,43,90,46,1,1,11,34,2002
5169,5283.2002,40,64,49,4,1,8,34,2002
5170,3210.45,25,22,40,1,1,3,35,2002
5171,2856.2,10,63,40,2,1,7,1,2002
5172,4196.9502,27,93,30,1,1,10,18,2002
5173,4411.7002,22,90,45,2,1,15,25,2002
5174,3402.75,21,41,38,1,0,7,24,2002
5175,3498.5,28,48,44,4,0,6,37,2002
5176,5196.7002,46,86,40,4,1,15,23,2002
5177,3243,29,20,41,2,0,2,36,2002
5178,4531.7002,44,70,32,2,1,9,21,2002
5179,4380.2002,33,91,39,4,1,15,23,2002
5180,4838.2002,44,35,36,4,1,5,24,2002
5181,1739.5,5,21,46,2,0,2,41,2002
5182,4293.25,45,41,39,3,0,6,27,2002
5183,3246,24,48,35,2,0,4,28,2002
5184,2850,10,63,38,4,0,7,28,2002
5185,3505.25,28,66,39,1,0,7,27,2002
5186,,42,49,46,1,0,8,37,2002
5187,2807.95,14,45,34,3,1,7,24,2002
5188,3944.7,30,53,32,4,1,7,23,2002
5189,4082.25,14,82,45,3,0,10,31,2002
5190,3843.95,47,31,49,1,1,4,44,2002
5191,4493.5,42,64,34,2,0,10,17,2002
5192,3647.75,13,82,43,3,0,12,26,2002
5193,4342.7002,25,67,49,4,1,8,35,2002
5194,3607.7,33,38,43,2,1,5,35,2002
5195,3762.7,21,91,43,4,1,9,33,2002
5196,5509.7002,47,72,48,4,1,8,37,2002
5197,3959.45,43,46,31,3,1,7,1,2002
5198,4411.9502,45,68,30,3,1,8,20,2002
5199,3321.5,10,81,43,2,0,14,27,2002
5200,,39,77,49,4,1,12,31,2002
5201,3073.95,15,67,30,3,1,10,16,2002
5202,4475.5,50,55,34,2,0,5,27,2002
5203,4204.75,28,49,39,1,0,7,1,2002
5204,2987.75,17,76,37,3,0,8,28,2002
5205,,34,40,31,4,0,4,26,2002
5206,3304.2,22,22,40,2,1,3,1,2002
5207,4135.4502,24,89,32,1,1,9,17,2002
5208,4374,17,97,48,4,0,13,29,2002
5209,4739.9502,43,86,36,1,1,8,26,2002
5210,3809.7,34,80,31,2,1,10,17,2002
5211,,48,83,47,2,0,12,1,2002
5212,2932.45,9,80,34,1,1,13,17,2002
5213,1662.2,9,25,36,2,1,2,32,2002
5214,4085.45,24,97,45,1,1,14,25,2002
5215,3436.25,23,50,35,3,0,6,27,2002
5216,4625.7002,39,92,32,4,1,12,17,2002
5217,4215,26,90,41,2,0,12,27,2002
5218,,3,70,37,4,1,11,19,2002
5219,,5,26,36,1,1,3,26,2002
5220,3794.7,46,26,30,4,1,4,25,2002
5221,3647,20,92,30,2,0,13,14,2002
5222,3445.5,22,49,39,4,0,4,29,2002
5223,4110.9502,20,91,40,3,1,13,1,2002
5224,3848.5,27,46,39,4,0,7,31,2002
5225,,16,48,44,1,1,5,36,2002
5226,4139,30,70,38,4,0,10,26,2002
5227,2872.95,16,33,48,3,1,4,40,2002
5228,4120.2002,44,46,42,4,1,5,32,2002
5229,2008.2,11,23,48,4,1,3,40,2002
5230,3841,33,24,49,4,0,2,42,2002
5231,5430.2002,45,83,39,4,1,12,22,2002
5232,3599.2,13,93,33,2,1,16,14,2002
5233,4252.75,42,46,48,3,0,7,34,2002
5234,5142.2002,30,98,48,2,1,11,34,2002
5235,5630.7002,51,73,49,4,1,8,39,2002
5236,4589.4502,33,78,47,1,1,7,37,2002
5237,3846.95,29,69,39,1,1,9,28,2002
5238,3764.25,19,99,43,1,0,16,21,2002
5239,4658.75,35,58,39,3,0,9,24,2002
5240,3420.45,11,88,46,1,1,14,31,2002
5241,3777.95,9,92,37,1,1,12,22,2002
5242,5329.75,42,93,41,3,0,10,28,2002
5243,4945.7002,34,91,33,2,1,15,17,2002
5244,3677.7,18,70,34,2,1,11,19,2002
5245,3481.45,11,61,33,1,1,9,21,2002
5246,3522.45,8,84,40,3,1,12,25,2002
5247,3747.25,23,60,46,3,0,10,33,2002
5248,2448.7,2,29,35,4,1,4,30,2002
5249,2220.5,3,35,41,4,0,3,31,2002
5250,2255.2,5,63,34,2,1,8,22,2002
5251,4464.25,34,78,30,1,0,13,15,2002
5252,,15,45,45,2,1,7,37,2002
5253,5222.4502,45,93,41,3,1,14,25,2002
5254,4105.2002,32,82,34,4,1,13,18,2002
5255,5465,41,87,38,2,0,11,26,2002
5256,5024.7002,36,91,31,2,1,11,13,2002
5257,3934.45,37,41,31,1,1,6,21,2002
5258,4705,42,86,37,2,0,12,18,2002
5259,5186.25,44,58,48,1,0,7,39,2002
5260,3758.5,28,30,47,4,0,3,1,2002
5261,4767.2002,38,82,43,4,1,13,28,2002
5262,3346.5,20,41,34,2,0,4,1,2002
5263,4871.75,27,97,37,3,0,12,24,2002
5264,3393.7,15,65,36,4,1,7,25,2002
5265,2699.25,17,37,34,1,0,6,1,2002
5266,4148.9502,30,73,41,1,1,12,28,2002
5267,3224.7,24,25,49,2,1,4,39,2002
5268,4906.5,33,97,42,2,0,13,25,2002
5269,4750.9502,37,82,44,3,1,10,30,2002
5270,2908.7,13,49,42,2,1,6,32,2002
5271,4566.2002,42,62,47,2,1,8,34,2002
5272,3445.5,23,35,31,2,0,4,25,2002
5273,4386.25,42,80,36,3,0,11,19,2002
5274,3715.45,16,56,48,3,1,6,37,2002
5275,4123.75,31,29,41,1,0,4,33,2002
5276,5308.9502,44,91,31,1,1,13,12,2002
5277,4528.2002,41,42,32,2,1,5,22,2002
5278,3481.45,7,85,36,3,1,14,19,2002
5279,3712,31,33,34,2,0,3,28,2002
5280,2365.45,7,36,39,1,1,5,33,2002
5281,4692.25,29,99,44,3,0,15,1,2002
5282,2623.7,5,77,34,4,1,11,1,2002
5283,2867.75,9,84,33,1,0,10,20,2002
5284,1887.5,3,37,31,2,0,5,25,2002
5285,4203.25,24,80,39,3,0,13,25,2002
5286,,38,91,43,2,0,13,24,2002
5287,2758.75,4,36,43,1,0,6,32,2002
5288,5835.9502,43,79,47,3,1,12,28,2002
5289,5087.75,48,74,34,1,0,9,25,2002
5290,3529.95,8,66,49,1,1,7,1,2002
5291,2939.25,6,40,44,1,0,6,34,2002
5292,4741.25,40,46,43,1,0,7,31,2002
5293,2352,4,26,32,2,0,4,1,2002
5294,4206.7002,28,70,33,2,1,7,23,2002
5295,3087.45,16,55,31,1,1,8,21,2002
5296,4920.9502,33,94,39,3,1,14,1,2002
5297,4407.7002,50,25,48,2,1,3,43,2002
5298,4023.75,23,51,42,1,0,9,32,2002
5299,3162,20,31,35,4,0,3,30,2002
5300,3843.25,41,37,35,1,0,4,30,2002
5301,6060,52,96,38,4,0,14,22,2002
5302,3258.45,26,30,37,1,1,3,33,2002
5303,3433.5,13,91,48,2,0,13,33,2002
5304,2962.5,23,22,38,2,0,2,33,2002
5305,4251.75,25,86,36,3,0,13,16,2002
5306,4227.7002,32,47,39,4,1,6,29,2002
5307,,13,43,36,1,0,5,25,2002
5308,5521.2002,42,99,36,4,1,15,16,2002
5309,2090.5,1,38,49,4,0,5,1,2002
5310,5352.75,46,71,38,1,0,10,26,2002
5311,4939.25,32,73,46,3,0,10,1,2002
5312,3379.75,15,63,32,3,0,9,22,2002
5313,3124.95,29,35,43,3,1,4,37,2002
5314,2848.45,7,42,43,1,1,6,33,2002
5315,4529.9502,27,96,31,1,1,16,10,2002
5316,2987.5,6,48,46,4,0,8,33,2002
5317,4286.2002,27,86,30,2,1,14,14,2002
5318,3199.45,13,53,47,3,1,5,41,2002
5319,3341.75,26,26,46,3,0,4,36,2002
5320,2966.25,23,33,49,3,0,4,39,2002
5321,2614.2,17,26,47,2,1,4,40,2002
5322,1962.25,4,31,41,3,0,5,33,2002
5323,2548.45,8,25,47,1,1,3,42,2002
5324,2790.75,15,59,34,1,0,9,24,2002
5325,2866.7,9,34,34,2,1,4,27,2002
5326,3264.75,11,66,33,3,0,11,16,2002
5327,4400.2002,43,72,30,2,1,12,12,2002
5328,5014.75,37,78,41,3,0,13,22,2002
5329,3893,40,34,41,4,0,5,32,2002
5330,2839,7,52,43,4,0,6,36,2002
5331,2678.45,5,88,33,3,1,15,15,2002
5332,4233.75,28,61,35,1,0,8,26,2002
5333,4551.75,43,27,42,3,0,3,34,2002
5334,5446.5,43,72,45,4,0,12,27,2002
5335,4638.9502,41,64,46,3,1,9,30,2002
5336,4732.7002,30,85,38,4,1,12,19,2002
5337,4641.75,38,71,31,1,0,8,16,2002
5338,6216.7002,52,99,46,2,1,11,1,2002
5339,4344.25,35,96,30,1,0,16,9,2002
5340,3044.7,4,80,36,4,1,13,17,2002
5341,2808,7,57,35,2,0,6,24,2002
5342,3865.5,30,50,30,2,0,6,17,2002
5343,2864,19,39,43,4,0,6,30,2002
5344,3920.2,42,37,31,2,1,3,26,2002
5345,3060.7,32,24,30,2,1,2,21,2002
5346,2815.45,8,45,47,3,1,5,41,2002
5347,5025.5,29,98,49,4,0,9,39,2002
5348,3495.2,16,64,43,4,1,10,27,2002
5349,5205.25,41,85,39,1,0,13,20,2002
5350,2912.7,14,49,47,2,1,5,35,2002
5351,2880.25,16,24,35,3,0,3,25,2002
5352,2229.5,1,51,43,2,0,5,33,2002
5353,3602.25,20,68,49,1,0,11,37,2002
5354,5432.75,44,85,41,1,0,11,24,2002
5355,2580.7,17,34,46,4,1,4,39,2002
5356,5270.4502,41,75,47,3,1,11,30,2002
5357,4478.2002,31,78,41,4,1,10,26,2002
5358,5075.25,49,55,42,1,0,8,31,2002
5359,4812.7002,34,80,47,2,1,12,29,2002
5360,4863.7002,47,52,44,2,1,7,35,2002
5361,2471.95,3,44,47,1,1,5,36,2002
5362,4941,48,57,33,4,0,6,25,2002
5363,3946.5,22,93,34,4,0,9,21,2002
5364,2417.7,10,29,49,4,1,3,43,2002
5365,4676.75,41,39,43,3,0,5,34,2002
5366,3646.75,42,31,46,3,0,3,36,2002
5367,5546.5,51,71,33,4,0,11,17,2002
5368,3749.95,25,59,37,3,1,6,30,2002
5369,4435.9502,42,76,42,1,1,9,32,2002
5370,4768.9502,37,97,34,1,1,12,20,2002
5371,2349.75,5,47,30,3,0,7,16,2002
5372,4191.7002,46,33,43,4,1,5,33,2002
5373,3119.5,4,90,35,2,0,13,21,2002
5374,3296.7,18,54,43,4,1,7,32,2002
5375,3083.45,15,32,31,3,1,4,26,2002
5376,2298.2,4,51,47,4,1,8,1,2002
5377,3935.7,27,77,34,4,1,7,25,2002
5378,2634.7,12,21,44,2,1,3,39,2002
5379,4870.25,38,91,37,1,0,16,19,2002
5380,3898.7,19,91,42,4,1,11,27,2002
5381,2851.45,19,23,30,1,1,3,23,2002
5382,3643.45,35,24,31,1,1,4,23,2002
5383,3667.7,39,31,35,4,1,4,27,2002
5384,1889.25,6,29,30,1,0,4,25,2002
5385,4316.4502,29,59,48,1,1,6,41,2002
5386,3994,48,26,33,4,0,4,1,2002
5387,2898.2,5,41,41,4,1,6,30,2002
5388,2770.5,5,68,38,2,0,11,1,2002
5389,4052.25,35,25,45,1,0,3,39,2002
5390,3289,19,54,42,4,0,9,28,2002
5391,3337.75,14,55,44,3,0,7,30,2002
5392,2648.45,17,45,48,1,1,5,1,2002
5393,5262.75,48,58,39,1,0,10,28,2002
5394,3011.2,14,24,42,4,1,2,38,2002
5395,3690.25,31,46,30,1,0,4,23,2002
5396,4651.4502,39,48,42,1,1,7,29,2002
5397,3122.2,18,30,39,2,1,4,32,2002
5398,4751.4502,44,55,35,3,1,6,23,2002
5399,4672.25,48,56,46,3,0,8,31,2002
5400,3956.7,41,38,39,4,1,6,31,2002
5401,3054.25,22,37,49,1,0,5,43,2002
5402,2680.5,12,62,30,4,0,9,15,2002
5403,4903.75,28,83,49,1,0,14,34,2002
5404,3619.25,39,21,42,1,0,2,33,2002
5405,3623.2,5,97,49,4,1,10,36,2002
5406,3183.95,22,25,47,3,1,4,38,2002
5407,3978.45,42,53,38,3,1,6,29,2002
5408,4248.5,31,70,47,4,0,11,31,2002
5409,4311.5,38,51,46,2,0,6,37,2002
5410,4068.5,31,30,49,4,0,3,45,2002
5411,5085.4502,40,67,41,1,1,9,31,2002
5412,4101.4502,28,96,47,1,1,11,35,2002
5413,4472.9502,42,41,45,1,1,7,32,2002
5414,3083.5,2,63,41,4,0,6,1,2002
5415,,6,25,36,3,0,3,27,2002
5416,5439.9502,51,88,30,3,1,11,18,2002
5417,4711.25,27,81,40,1,0,13,1,2002
5418,3306.7,13,44,41,2,1,6,33,2002
5419,3142.45,7,47,48,1,1,8,39,2002
5420,4103.75,36,26,39,3,0,3,34,2002
5421,1861,1,26,39,2,0,4,34,2002
5422,3443.75,22,67,30,1,0,11,12,2002
5423,3962.2,36,65,40,2,1,9,30,2002
5424,4102.2002,39,53,46,4,1,9,34,2002
5425,2867,10,32,49,4,0,4,1,2002
5426,5133.9502,51,76,46,1,1,10,34,2002
5427,3996.2,48,29,33,4,1,3,28,2002
5428,3761.45,17,52,43,1,1,8,1,2002
5429,3468,13,86,30,4,0,14,1,2002
5430,5181.75,42,96,41,3,0,17,22,2002
5431,4396.9502,42,27,38,3,1,3,28,2002
5432,4862.4502,48,34,49,1,1,5,37,2002
5433,4323.75,22,86,36,3,0,9,20,2002
5434,4996.7002,46,82,46,4,1,13,27,2002
5435,4549.25,48,50,33,3,0,6,26,2002
5436,4415.25,48,42,46,1,0,5,39,2002
5437,2265.75,6,41,33,3,0,6,26,2002
5438,3804,28,64,48,4,0,8,38,2002
5439,4426.75,33,93,48,1,0,12,32,2002
5440,4186,40,71,34,4,0,11,18,2002
5441,2093.7,12,30,35,2,1,3,31,2002
5442,3333,9,76,35,4,0,10,18,2002
5443,3913.45,29,44,30,1,1,6,21,2002
5444,4030.25,26,50,37,3,0,7,29,2002
5445,4547.5,49,29,34,2,0,3,25,2002
5446,,31,70,42,1,0,7,32,2002
5447,3607.7,10,98,39,2,1,13,23,2002
5448,4488.75,35,86,47,1,0,10,36,2002
5449,3541.95,23,35,33,1,1,4,22,2002
5450,3729.5,36,37,31,4,0,4,23,2002
5451,3785.5,15,97,49,2,0,15,29,2002
5452,4311,29,67,32,2,0,10,18,2002
5453,1968.95,7,26,30,3,1,3,26,2002
5454,3243,6,64,41,2,0,8,28,2002
5455,3291.25,26,66,33,1,0,11,17,2002
5456,4369.2002,40,42,36,4,1,6,28,2002
5457,3726.95,29,44,38,3,1,7,28,2002
5458,5050.25,47,88,37,3,0,9,23,2002
5459,3879.2,24,74,38,2,1,7,24,2002
5460,3236.2,19,36,48,2,1,6,38,2002
5461,3518,26,49,46,4,0,5,36,2002
5462,3626.5,36,28,41,4,0,3,37,2002
5463,2674.5,18,41,39,2,0,7,25,2002
5464,3316.2,9,93,49,2,1,13,34,2002
5465,3922.95,35,58,30,3,1,9,1,2002
5466,4238.4502,38,37,45,3,1,3,35,2002
5467,2384.2,5,56,44,2,1,8,34,2002
5468,4957.5,45,77,36,4,0,10,1,2002
5469,3300.7,24,58,46,4,1,7,35,2002
5470,4628.2002,39,68,31,4,1,10,1,2002
5471,4912.2002,34,84,43,2,1,14,28,2002
5472,4936.7002,33,87,42,4,1,8,33,2002
5473,4081,24,87,30,4,0,9,1,2002
5474,4644.4502,32,83,49,3,1,13,35,2002
5475,,37,59,39,1,1,7,30,2002
5476,2195.25,6,46,37,3,0,7,23,2002
5477,4436,44,33,44,2,0,5,36,2002
5478,2781.25,21,37,37,1,0,6,27,2002
5479,5253.2002,38,77,42,2,1,12,1,2002
5480,3576.75,25,24,36,1,0,3,28,2002
5481,,44,49,33,4,0,8,21,2002
5482,2633.75,2,69,46,3,0,9,32,2002
5483,3131.25,18,56,38,3,0,7,25,2002
5484,3326,24,34,43,2,0,3,36,2002
5485,3902.95,35,38,36,3,1,4,28,2002
5486,4178.75,28,76,31,1,0,8,20,2002
5487,5165,51,57,48,4,0,5,36,2002
5488,2032.75,1,21,33,3,0,2,28,2002
5489,3004.2,10,80,36,2,1,11,22,2002
5490,3781.95,19,89,44,1,1,11,32,2002
5491,2842.75,22,39,36,3,0,4,28,2002
5492,3557.2,27,26,36,4,1,3,28,2002
5493,5536.5,48,90,36,4,0,14,16,2002
5494,3912.25,15,89,39,3,0,11,25,2002
5495,2233.75,4,61,41,3,0,6,32,2002
5496,3048.2,12,82,30,2,1,10,18,2002
5497,4172.9502,34,29,43,3,1,3,35,2002
5498,5240.4502,52,85,39,3,1,12,25,2002
5499,4260.4502,42,39,30,1,1,4,25,2002
5500,3396.25,11,90,40,1,0,16,23,2002
5501,1782,3,33,40,2,0,3,32,2002
5502,4924.4502,44,70,34,3,1,9,1,2002
5503,4009.7,29,48,38,4,1,8,1,2002
5504,3515.25,15,60,30,3,0,10,15,2002
5505,5369.9502,48,90,38,1,1,12,22,2002
5506,4306,31,57,32,2,0,6,24,2002
5507,3247.2,17,50,49,4,1,6,40,2002
5508,2320.25,12,26,32,1,0,2,23,2002
5509,5003.25,35,98,31,1,0,17,11,2002
5510,,9,78,39,1,0,12,20,2002
5511,4631,40,64,46,2,0,10,32,2002
5512,4979.25,44,71,41,3,0,8,29,2002
5513,4721.75,31,83,45,1,0,14,1,2002
5514,3243.7,5,59,43,2,1,9,34,2002
5515,2819.7,24,32,35,2,1,3,29,2002
5516,,29,96,35,4,1,10,22,2002
5517,3550.25,23,38,33,3,0,4,23,2002
5518,2924.45,7,91,37,3,1,14,1,2002
5519,2784.75,14,62,46,3,0,6,39,2002
5520,2457.75,20,24,48,3,0,2,42,2002
5521,2845.95,26,27,38,1,1,4,1,2002
5522,3887.7,41,46,40,2,1,6,31,2002
5523,2257.95,5,39,47,1,1,6,34,2002
5524,3667.2,8,84,34,2,1,11,22,2002
5525,3214.5,11,54,38,2,0,5,31,2002
5526,3752.2,8,95,38,2,1,9,26,2002
5527,3697.2,26,79,32,4,1,12,16,2002
5528,4455.7002,33,46,31,4,1,7,23,2002
5529,4784.75,44,68,49,1,0,10,34,2002
5530,2821.2,5,52,36,4,1,8,24,2002
5531,,31,58,45,3,0,6,34,2002
5532,4874.7002,44,68,36,2,1,11,23,2002
5533,4728,39,93,47,4,0,16,1,2002
5534,5899.75,52,92,48,3,0,11,36,2002
5535,2804,4,84,38,4,0,14,22,2002
5536,4227.75,48,26,38,3,0,3,1,2002
5537,3317.75,31,36,46,1,0,6,1,2002
5538,4841.75,43,81,43,1,0,14,22,2002
5539,3640.7,27,46,32,4,1,7,23,2002
5540,4643.4502,38,52,33,1,1,7,19,2002
5541,3951.45,24,89,49,3,1,14,33,2002
5542,3777.5,31,60,33,4,0,7,23,2002
5543,5060.2002,39,77,44,4,1,9,30,2002
5544,3975.25,43,28,41,3,0,3,33,2002
5545,4074.25,38,24,47,1,0,2,41,2002
5546,3886.75,40,52,45,1,0,5,38,2002
5547,4355,36,77,41,4,0,13,22,2002
5548,5370.4502,49,87,36,3,1,13,22,2002
5549,4573.75,46,25,38,3,0,3,32,2002
5550,5348.25,49,74,33,1,0,10,17,2002
5551,2755.25,22,23,40,3,0,2,35,2002
5552,4593.5,41,74,38,4,0,9,23,2002
5553,3773.75,19,42,47,1,0,4,1,2002
5554,4362,15,97,48,4,0,17,24,2002
5555,5307.25,41,83,42,1,0,9,29,2002
5556,3083,27,44,32,4,0,5,24,2002
